,title,url
0,地方病 (日本住血吸虫症),https://ja.wikipedia.org/wiki/%E5%9C%B0%E6%96%B9%E7%97%85_(%E6%97%A5%E6%9C%AC%E4%BD%8F%E8%A1%80%E5%90%B8%E8%99%AB%E7%97%87)
1,三毛別羆事件,https://ja.wikipedia.org/wiki/%E4%B8%89%E6%AF%9B%E5%88%A5%E7%BE%86%E4%BA%8B%E4%BB%B6
2,八甲田雪中行軍遭難事件,https://ja.wikipedia.org/wiki/%E5%85%AB%E7%94%B2%E7%94%B0%E9%9B%AA%E4%B8%AD%E8%A1%8C%E8%BB%8D%E9%81%AD%E9%9B%A3%E4%BA%8B%E4%BB%B6
3,俺の尻をなめろ,https://ja.wikipedia.org/wiki/%E4%BF%BA%E3%81%AE%E5%B0%BB%E3%82%92%E3%81%AA%E3%82%81%E3%82%8D
4,ロシア的倒置法,https://ja.wikipedia.org/wiki/%E3%83%AD%E3%82%B7%E3%82%A2%E7%9A%84%E5%80%92%E7%BD%AE%E6%B3%95
5,世界で一番笑えるジョーク,https://ja.wikipedia.org/wiki/%E4%B8%96%E7%95%8C%E3%81%A7%E4%B8%80%E7%95%AA%E7%AC%91%E3%81%88%E3%82%8B%E3%82%B8%E3%83%A7%E3%83%BC%E3%82%AF
6,沢田マンション,https://ja.wikipedia.org/wiki/%E6%B2%A2%E7%94%B0%E3%83%9E%E3%83%B3%E3%82%B7%E3%83%A7%E3%83%B3
7,ヒトラー女性化計画,https://ja.wikipedia.org/wiki/%E3%83%92%E3%83%88%E3%83%A9%E3%83%BC%E5%A5%B3%E6%80%A7%E5%8C%96%E8%A8%88%E7%94%BB
8,坂上田村麻呂黒人説,https://ja.wikipedia.org/wiki/%E5%9D%82%E4%B8%8A%E7%94%B0%E6%9D%91%E9%BA%BB%E5%91%82%E9%BB%92%E4%BA%BA%E8%AA%AC
9,放屁師,https://ja.wikipedia.org/wiki/%E6%94%BE%E5%B1%81%E5%B8%AB
10,庭園隠者,https://ja.wikipedia.org/wiki/%E5%BA%AD%E5%9C%92%E9%9A%A0%E8%80%85
11,ロマ,https://ja.wikipedia.org/wiki/%E3%83%AD%E3%83%9E
12,5秒ルール,https://ja.wikipedia.org/wiki/5%E7%A7%92%E3%83%AB%E3%83%BC%E3%83%AB
13,ヌル島,https://ja.wikipedia.org/wiki/%E3%83%8C%E3%83%AB%E5%B3%B6
14,役に立たない機械,https://ja.wikipedia.org/wiki/%E5%BD%B9%E3%81%AB%E7%AB%8B%E3%81%9F%E3%81%AA%E3%81%84%E6%A9%9F%E6%A2%B0
15,ハンガリー人宇宙人説,https://ja.wikipedia.org/wiki/%E3%83%8F%E3%83%B3%E3%82%AC%E3%83%AA%E3%83%BC%E4%BA%BA%E5%AE%87%E5%AE%99%E4%BA%BA%E8%AA%AC
16,モービル天ぷら,https://ja.wikipedia.org/wiki/%E3%83%A2%E3%83%BC%E3%83%93%E3%83%AB%E5%A4%A9%E3%81%B7%E3%82%89
17,アーグルトン,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%BC%E3%82%B0%E3%83%AB%E3%83%88%E3%83%B3
18,ニカラグア手話,https://ja.wikipedia.org/wiki/%E3%83%8B%E3%82%AB%E3%83%A9%E3%82%B0%E3%82%A2%E6%89%8B%E8%A9%B1
19,ナウル共和国,https://ja.wikipedia.org/wiki/%E3%83%8A%E3%82%A6%E3%83%AB
20,オダギリ効果,https://ja.wikipedia.org/wiki/%E3%82%AA%E3%83%80%E3%82%AE%E3%83%AA%E5%8A%B9%E6%9E%9C
21,志布志町志布志,https://ja.wikipedia.org/wiki/%E5%BF%97%E5%B8%83%E5%BF%97%E7%94%BA%E5%BF%97%E5%B8%83%E5%BF%97
22,ghoti,https://ja.wikipedia.org/wiki/Ghoti
23,Buffalo buffalo Buffalo buffalo buffalo buffalo Buffalo buffalo.,https://ja.wikipedia.org/wiki/Buffalo_buffalo_Buffalo_buffalo_buffalo_buffalo_Buffalo_buffalo
24,長大語,https://ja.wikipedia.org/wiki/%E9%95%B7%E5%A4%A7%E8%AA%9E
25,幽霊文字,https://ja.wikipedia.org/wiki/%E5%B9%BD%E9%9C%8A%E6%96%87%E5%AD%97
26,空飛ぶスパゲッティ・モンスター教,https://ja.wikipedia.org/wiki/%E7%A9%BA%E9%A3%9B%E3%81%B6%E3%82%B9%E3%83%91%E3%82%B2%E3%83%83%E3%83%86%E3%82%A3%E3%83%BB%E3%83%A2%E3%83%B3%E3%82%B9%E3%82%BF%E3%83%BC%E6%95%99
27,見えざるピンクのユニコーン,https://ja.wikipedia.org/wiki/%E8%A6%8B%E3%81%88%E3%81%96%E3%82%8B%E3%83%94%E3%83%B3%E3%82%AF%E3%81%AE%E3%83%A6%E3%83%8B%E3%82%B3%E3%83%BC%E3%83%B3
28,絶叫する60度,https://ja.wikipedia.org/wiki/%E7%B5%B6%E5%8F%AB%E3%81%99%E3%82%8B60%E5%BA%A6
29,パウリ効果,https://ja.wikipedia.org/wiki/%E3%83%91%E3%82%A6%E3%83%AA%E5%8A%B9%E6%9E%9C
30,パングラム,https://ja.wikipedia.org/wiki/%E3%83%91%E3%83%B3%E3%82%B0%E3%83%A9%E3%83%A0
31,トイレットペーパーの向き,https://ja.wikipedia.org/wiki/%E3%83%88%E3%82%A4%E3%83%AC%E3%83%83%E3%83%88%E3%83%9A%E3%83%BC%E3%83%91%E3%83%BC%E3%81%AE%E5%90%91%E3%81%8D
32,鶏肉みたいな味,https://ja.wikipedia.org/wiki/%E9%B6%8F%E8%82%89%E3%81%BF%E3%81%9F%E3%81%84%E3%81%AA%E5%91%B3
33,青木まりこ現象,https://ja.wikipedia.org/wiki/%E9%9D%92%E6%9C%A8%E3%81%BE%E3%82%8A%E3%81%93%E7%8F%BE%E8%B1%A1
34,バッドアート美術館,https://ja.wikipedia.org/wiki/%E3%83%90%E3%83%83%E3%83%89%E3%82%A2%E3%83%BC%E3%83%88%E7%BE%8E%E8%A1%93%E9%A4%A8
35,ビデオゲームの墓場,https://ja.wikipedia.org/wiki/%E3%83%93%E3%83%87%E3%82%AA%E3%82%B2%E3%83%BC%E3%83%A0%E3%81%AE%E5%A2%93%E5%A0%B4
36,アメリカ映画の名セリフベスト100,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%A1%E3%83%AA%E3%82%AB%E6%98%A0%E7%94%BB%E3%81%AE%E5%90%8D%E3%82%BB%E3%83%AA%E3%83%95%E3%83%99%E3%82%B9%E3%83%88100
37,日本一の一覧,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E4%B8%80%E3%81%AE%E4%B8%80%E8%A6%A7
38,珍項目,https://ja.wikipedia.org/wiki/Wikipedia:%E7%8F%8D%E9%A0%85%E7%9B%AE
39,ココナッツによる死,https://ja.wikipedia.org/wiki/%E3%82%B3%E3%82%B3%E3%83%8A%E3%83%83%E3%83%84%E3%81%AB%E3%82%88%E3%82%8B%E6%AD%BB
40,自分の発明で死亡した発明家の一覧,https://ja.wikipedia.org/wiki/%E8%87%AA%E5%88%86%E3%81%AE%E7%99%BA%E6%98%8E%E3%81%A7%E6%AD%BB%E4%BA%A1%E3%81%97%E3%81%9F%E7%99%BA%E6%98%8E%E5%AE%B6%E3%81%AE%E4%B8%80%E8%A6%A7
41,珍しい死の一覧,https://ja.wikipedia.org/wiki/%E7%8F%8D%E3%81%97%E3%81%84%E6%AD%BB%E3%81%AE%E4%B8%80%E8%A6%A7
42,イグノーベル賞受賞者の一覧,https://ja.wikipedia.org/wiki/%E3%82%A4%E3%82%B0%E3%83%8E%E3%83%BC%E3%83%99%E3%83%AB%E8%B3%9E%E5%8F%97%E8%B3%9E%E8%80%85%E3%81%AE%E4%B8%80%E8%A6%A7
43,世界一の一覧,https://ja.wikipedia.org/wiki/%E4%B8%96%E7%95%8C%E4%B8%80%E3%81%AE%E4%B8%80%E8%A6%A7
44,長いページ,https://ja.wikipedia.org/wiki/%E7%89%B9%E5%88%A5:%E9%95%B7%E3%81%84%E3%83%9A%E3%83%BC%E3%82%B8
45,三億円事件,https://ja.wikipedia.org/wiki/%E4%B8%89%E5%84%84%E5%86%86%E4%BA%8B%E4%BB%B6
46,アナタハンの女王事件,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%8A%E3%82%BF%E3%83%8F%E3%83%B3%E3%81%AE%E5%A5%B3%E7%8E%8B%E4%BA%8B%E4%BB%B6
47,ディアトロフ峠事件,https://ja.wikipedia.org/wiki/%E3%83%87%E3%82%A3%E3%82%A2%E3%83%88%E3%83%AD%E3%83%95%E5%B3%A0%E4%BA%8B%E4%BB%B6
48,ドナー隊,https://ja.wikipedia.org/wiki/%E3%83%89%E3%83%8A%E3%83%BC%E9%9A%8A
49,D.B.クーパー事件,https://ja.wikipedia.org/wiki/D.B.%E3%82%AF%E3%83%BC%E3%83%91%E3%83%BC%E4%BA%8B%E4%BB%B6
50,ジョルジェ・マルティノヴィッチ事件,https://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A7%E3%83%AB%E3%82%B8%E3%82%A7%E3%83%BB%E3%83%9E%E3%83%AB%E3%83%86%E3%82%A3%E3%83%8E%E3%83%B4%E3%82%A3%E3%83%83%E3%83%81%E4%BA%8B%E4%BB%B6
51,切り裂きジャック,https://ja.wikipedia.org/wiki/%E5%88%87%E3%82%8A%E8%A3%82%E3%81%8D%E3%82%B8%E3%83%A3%E3%83%83%E3%82%AF
52,広島護送死刑囚脱獄事件,https://ja.wikipedia.org/wiki/%E5%BA%83%E5%B3%B6%E8%AD%B7%E9%80%81%E6%AD%BB%E5%88%91%E5%9B%9A%E8%84%B1%E7%8D%84%E4%BA%8B%E4%BB%B6
53,ツァボの人食いライオン,https://ja.wikipedia.org/wiki/%E3%83%84%E3%82%A1%E3%83%9C%E3%81%AE%E4%BA%BA%E9%A3%9F%E3%81%84%E3%83%A9%E3%82%A4%E3%82%AA%E3%83%B3
54,未解決事件,https://ja.wikipedia.org/wiki/%E6%9C%AA%E8%A7%A3%E6%B1%BA%E4%BA%8B%E4%BB%B6
55,人によって引き起こされた核爆発以外の大爆発一覧,https://ja.wikipedia.org/wiki/%E4%BA%BA%E3%81%AB%E3%82%88%E3%81%A3%E3%81%A6%E5%BC%95%E3%81%8D%E8%B5%B7%E3%81%93%E3%81%95%E3%82%8C%E3%81%9F%E6%A0%B8%E7%88%86%E7%99%BA%E4%BB%A5%E5%A4%96%E3%81%AE%E5%A4%A7%E7%88%86%E7%99%BA%E4%B8%80%E8%A6%A7
56,鉄道事故,https://ja.wikipedia.org/wiki/%E9%89%84%E9%81%93%E4%BA%8B%E6%95%85
57,航空事故の一覧,https://ja.wikipedia.org/wiki/%E8%88%AA%E7%A9%BA%E4%BA%8B%E6%95%85%E3%81%AE%E4%B8%80%E8%A6%A7
58,ジョン万次郎,https://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A7%E3%83%B3%E4%B8%87%E6%AC%A1%E9%83%8E
59,舩坂 弘,https://ja.wikipedia.org/wiki/%E8%88%A9%E5%9D%82%E5%BC%98
60,シモ・ヘイヘ,https://ja.wikipedia.org/wiki/%E3%82%B7%E3%83%A2%E3%83%BB%E3%83%98%E3%82%A4%E3%83%98
61,ハンス・ウルリッヒ・ルーデル,https://ja.wikipedia.org/wiki/%E3%83%8F%E3%83%B3%E3%82%B9%E3%83%BB%E3%82%A6%E3%83%AB%E3%83%AA%E3%83%83%E3%83%92%E3%83%BB%E3%83%AB%E3%83%BC%E3%83%87%E3%83%AB
62,ジョン・フォン・ノイマン,https://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A7%E3%83%B3%E3%83%BB%E3%83%95%E3%82%A9%E3%83%B3%E3%83%BB%E3%83%8E%E3%82%A4%E3%83%9E%E3%83%B3
63,シュリニヴァーサ・ラマヌジャン,https://ja.wikipedia.org/wiki/%E3%82%B7%E3%83%A5%E3%83%AA%E3%83%8B%E3%83%B4%E3%82%A1%E3%83%BC%E3%82%B5%E3%83%BB%E3%83%A9%E3%83%9E%E3%83%8C%E3%82%B8%E3%83%A3%E3%83%B3
64,ウィリアム・ジェイムズ・サイディズ ,https://ja.wikipedia.org/wiki/%E3%82%A6%E3%82%A3%E3%83%AA%E3%82%A2%E3%83%A0%E3%83%BB%E3%82%B8%E3%82%A7%E3%82%A4%E3%83%A0%E3%82%BA%E3%83%BB%E3%82%B5%E3%82%A4%E3%83%87%E3%82%A3%E3%82%BA
65,ヒュパティア,https://ja.wikipedia.org/wiki/%E3%83%92%E3%83%A5%E3%83%91%E3%83%86%E3%82%A3%E3%82%A2
66,キャリー・A・ネイション,https://ja.wikipedia.org/wiki/%E3%82%AD%E3%83%A3%E3%83%AA%E3%83%BC%E3%83%BB%E3%83%8D%E3%82%A4%E3%82%B7%E3%83%A7%E3%83%B3
67,アシュリタ・ファーマン,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%82%B7%E3%83%A5%E3%83%AA%E3%82%BF%E3%83%BB%E3%83%95%E3%82%A1%E3%83%BC%E3%83%9E%E3%83%B3
68,カルロス・カイザー,https://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%AB%E3%83%AD%E3%82%B9%E3%83%BB%E3%82%AB%E3%82%A4%E3%82%B6%E3%83%BC
69,ジョン・タイター,https://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A7%E3%83%B3%E3%83%BB%E3%82%BF%E3%82%A4%E3%82%BF%E3%83%BC
70,サンジェルマン伯爵,https://ja.wikipedia.org/wiki/%E3%82%B5%E3%83%B3%E3%82%B8%E3%82%A7%E3%83%AB%E3%83%9E%E3%83%B3%E4%BC%AF%E7%88%B5
71,ヴォイニッチ手稿,https://ja.wikipedia.org/wiki/%E3%83%B4%E3%82%A9%E3%82%A4%E3%83%8B%E3%83%83%E3%83%81%E6%89%8B%E7%A8%BF
72,フリーメイソン,https://ja.wikipedia.org/wiki/%E3%83%95%E3%83%AA%E3%83%BC%E3%83%A1%E3%82%A4%E3%82%BD%E3%83%B3
73,メアリー・セレスト,https://ja.wikipedia.org/wiki/%E3%83%A1%E3%82%A2%E3%83%AA%E3%83%BC%E3%83%BB%E3%82%BB%E3%83%AC%E3%82%B9%E3%83%88
74,ロズウェル事件,https://ja.wikipedia.org/wiki/%E3%83%AD%E3%82%BA%E3%82%A6%E3%82%A7%E3%83%AB%E4%BA%8B%E4%BB%B6
75,フィラデルフィア計画,https://ja.wikipedia.org/wiki/%E3%83%95%E3%82%A3%E3%83%A9%E3%83%87%E3%83%AB%E3%83%95%E3%82%A3%E3%82%A2%E8%A8%88%E7%94%BB
76,南極のニンゲン,https://ja.wikipedia.org/wiki/%E5%8D%97%E6%A5%B5%E3%81%AE%E3%83%8B%E3%83%B3%E3%82%B2%E3%83%B3
77,ブラックナイト衛星,https://ja.wikipedia.org/wiki/%E3%83%96%E3%83%A9%E3%83%83%E3%82%AF%E3%83%8A%E3%82%A4%E3%83%88%E8%A1%9B%E6%98%9F
78,マンデラ効果,https://ja.wikipedia.org/wiki/%E3%83%9E%E3%83%B3%E3%83%87%E3%83%A9%E5%8A%B9%E6%9E%9C
79,セイリッシュ海における人間の足の発見,https://ja.wikipedia.org/wiki/%E3%82%BB%E3%82%A4%E3%83%AA%E3%83%83%E3%82%B7%E3%83%A5%E6%B5%B7%E3%81%AB%E3%81%8A%E3%81%91%E3%82%8B%E4%BA%BA%E9%96%93%E3%81%AE%E8%B6%B3%E3%81%AE%E7%99%BA%E8%A6%8B
80,オーパーツ,https://ja.wikipedia.org/wiki/%E3%82%AA%E3%83%BC%E3%83%91%E3%83%BC%E3%83%84
81,ファティマの聖母,https://ja.wikipedia.org/wiki/%E3%83%95%E3%82%A1%E3%83%86%E3%82%A3%E3%83%9E%E3%81%AE%E8%81%96%E6%AF%8D
82,MKウルトラ計画,https://ja.wikipedia.org/wiki/MK%E3%82%A6%E3%83%AB%E3%83%88%E3%83%A9%E8%A8%88%E7%94%BB
83,セントラリア (ペンシルベニア州),https://ja.wikipedia.org/wiki/%E3%82%BB%E3%83%B3%E3%83%88%E3%83%A9%E3%83%AA%E3%82%A2_(%E3%83%9A%E3%83%B3%E3%82%B7%E3%83%AB%E3%83%99%E3%83%8B%E3%82%A2%E5%B7%9E)
84,八丈小島のマレー糸状虫症,https://ja.wikipedia.org/wiki/%E5%85%AB%E4%B8%88%E5%B0%8F%E5%B3%B6%E3%81%AE%E3%83%9E%E3%83%AC%E3%83%BC%E7%B3%B8%E7%8A%B6%E8%99%AB%E7%97%87
85,アフリカ睡眠病,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%95%E3%83%AA%E3%82%AB%E7%9D%A1%E7%9C%A0%E7%97%85
86,首なし鶏マイク,https://ja.wikipedia.org/wiki/%E9%A6%96%E3%81%AA%E3%81%97%E9%B6%8F%E3%83%9E%E3%82%A4%E3%82%AF
87,ケーララの赤い雨 ,https://ja.wikipedia.org/wiki/%E3%82%B1%E3%83%BC%E3%83%A9%E3%83%A9%E3%81%AE%E8%B5%A4%E3%81%84%E9%9B%A8
88,呪殺祈祷僧団,https://ja.wikipedia.org/wiki/%E5%91%AA%E6%AE%BA%E7%A5%88%E7%A5%B7%E5%83%A7%E5%9B%A3
89,モンゴリアン・デス・ワーム,https://ja.wikipedia.org/wiki/%E3%83%A2%E3%83%B3%E3%82%B4%E3%83%AA%E3%82%A2%E3%83%B3%E3%83%BB%E3%83%87%E3%82%B9%E3%83%BB%E3%83%AF%E3%83%BC%E3%83%A0
90,伝説の生物一覧,https://ja.wikipedia.org/wiki/%E4%BC%9D%E8%AA%AC%E3%81%AE%E7%94%9F%E7%89%A9%E4%B8%80%E8%A6%A7
91,架空のものの一覧の一覧,https://ja.wikipedia.org/wiki/%E6%9E%B6%E7%A9%BA%E3%81%AE%E3%82%82%E3%81%AE%E3%81%AE%E4%B8%80%E8%A6%A7%E3%81%AE%E4%B8%80%E8%A6%A7
92,デーモン・コア,https://ja.wikipedia.org/wiki/%E3%83%87%E3%83%BC%E3%83%A2%E3%83%B3%E3%83%BB%E3%82%B3%E3%82%A2
93,オクロの天然原子炉,https://ja.wikipedia.org/wiki/%E3%82%AA%E3%82%AF%E3%83%AD%E3%81%AE%E5%A4%A9%E7%84%B6%E5%8E%9F%E5%AD%90%E7%82%89
94,カサンドラ症候群,https://ja.wikipedia.org/wiki/%E3%82%AB%E3%82%B5%E3%83%B3%E3%83%89%E3%83%A9%E7%97%87%E5%80%99%E7%BE%A4
95,ダニング＝クルーガー効果,https://ja.wikipedia.org/wiki/%E3%83%80%E3%83%8B%E3%83%B3%E3%82%B0%EF%BC%9D%E3%82%AF%E3%83%AB%E3%83%BC%E3%82%AC%E3%83%BC%E5%8A%B9%E6%9E%9C
96,違法素数,https://ja.wikipedia.org/wiki/%E9%81%95%E6%B3%95%E7%B4%A0%E6%95%B0
97,矛盾脱衣,https://ja.wikipedia.org/wiki/%E7%9F%9B%E7%9B%BE%E8%84%B1%E8%A1%A3
98,根本的な帰属の誤り,https://ja.wikipedia.org/wiki/%E6%A0%B9%E6%9C%AC%E7%9A%84%E3%81%AA%E5%B8%B0%E5%B1%9E%E3%81%AE%E8%AA%A4%E3%82%8A
99,秘書問題,https://ja.wikipedia.org/wiki/%E7%A7%98%E6%9B%B8%E5%95%8F%E9%A1%8C
100,スタンフォード監獄実験,https://ja.wikipedia.org/wiki/%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%95%E3%82%A9%E3%83%BC%E3%83%89%E7%9B%A3%E7%8D%84%E5%AE%9F%E9%A8%93
101,ミルグラム実験,https://ja.wikipedia.org/wiki/%E3%83%9F%E3%83%AB%E3%82%B0%E3%83%A9%E3%83%A0%E5%AE%9F%E9%A8%93
102,ストライサンド効果,https://ja.wikipedia.org/wiki/%E3%82%B9%E3%83%88%E3%83%A9%E3%82%A4%E3%82%B5%E3%83%B3%E3%83%89%E5%8A%B9%E6%9E%9C
103,レモン市場,https://ja.wikipedia.org/wiki/%E3%83%AC%E3%83%A2%E3%83%B3%E5%B8%82%E5%A0%B4
104,認知的不協和,https://ja.wikipedia.org/wiki/%E8%AA%8D%E7%9F%A5%E7%9A%84%E4%B8%8D%E5%8D%94%E5%92%8C
105,シュレーディンガーの猫,https://ja.wikipedia.org/wiki/%E3%82%B7%E3%83%A5%E3%83%AC%E3%83%BC%E3%83%87%E3%82%A3%E3%83%B3%E3%82%AC%E3%83%BC%E3%81%AE%E7%8C%AB
106,皇居の生物相,https://ja.wikipedia.org/wiki/%E7%9A%87%E5%B1%85%E3%81%AE%E7%94%9F%E7%89%A9%E7%9B%B8
107,トバ・カタストロフ理論,https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%90%E3%83%BB%E3%82%AB%E3%82%BF%E3%82%B9%E3%83%88%E3%83%AD%E3%83%95%E7%90%86%E8%AB%96
108,ソファ問題 ,https://ja.wikipedia.org/wiki/%E3%82%BD%E3%83%95%E3%82%A1%E5%95%8F%E9%A1%8C
109,六万五千五百三十七角形,https://ja.wikipedia.org/wiki/%E5%85%AD%E4%B8%87%E4%BA%94%E5%8D%83%E4%BA%94%E7%99%BE%E4%B8%89%E5%8D%81%E4%B8%83%E8%A7%92%E5%BD%A2
110,巨大数,https://ja.wikipedia.org/wiki/%E5%B7%A8%E5%A4%A7%E6%95%B0
111,ピーターの法則,https://ja.wikipedia.org/wiki/%E3%83%94%E3%83%BC%E3%82%BF%E3%83%BC%E3%81%AE%E6%B3%95%E5%89%87
112,バーナム効果,https://ja.wikipedia.org/wiki/%E3%83%90%E3%83%BC%E3%83%8A%E3%83%A0%E5%8A%B9%E6%9E%9C
113,先延ばし,https://ja.wikipedia.org/wiki/%E5%85%88%E5%BB%B6%E3%81%B0%E3%81%97
114,ポーの法則,https://ja.wikipedia.org/wiki/%E3%83%9D%E3%83%BC%E3%81%AE%E6%B3%95%E5%89%87
115,パーキンソンの凡俗法則,https://ja.wikipedia.org/wiki/%E3%83%91%E3%83%BC%E3%82%AD%E3%83%B3%E3%82%BD%E3%83%B3%E3%81%AE%E5%87%A1%E4%BF%97%E6%B3%95%E5%89%87
116,公正世界仮説,https://ja.wikipedia.org/wiki/%E5%85%AC%E6%AD%A3%E4%B8%96%E7%95%8C%E4%BB%AE%E8%AA%AC
117,宇宙の終焉,https://ja.wikipedia.org/wiki/%E5%AE%87%E5%AE%99%E3%81%AE%E7%B5%82%E7%84%89
118,月の海,https://ja.wikipedia.org/wiki/%E6%9C%88%E3%81%AE%E6%B5%B7
119,パンとサーカス,https://ja.wikipedia.org/wiki/%E3%83%91%E3%83%B3%E3%81%A8%E3%82%B5%E3%83%BC%E3%82%AB%E3%82%B9
120,芽殖孤虫,https://ja.wikipedia.org/wiki/%E8%8A%BD%E6%AE%96%E5%AD%A4%E8%99%AB
121,レトロニム一覧,https://ja.wikipedia.org/wiki/%E3%83%AC%E3%83%88%E3%83%AD%E3%83%8B%E3%83%A0%E4%B8%80%E8%A6%A7
122,世界の侵略的外来種ワースト100,https://ja.wikipedia.org/wiki/%E4%B8%96%E7%95%8C%E3%81%AE%E4%BE%B5%E7%95%A5%E7%9A%84%E5%A4%96%E6%9D%A5%E7%A8%AE%E3%83%AF%E3%83%BC%E3%82%B9%E3%83%88100
123,日本語の起源,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E8%AA%9E%E3%81%AE%E8%B5%B7%E6%BA%90
